source,target,relation,weight
design,ui_design,co_occurs_with,1
design,ui_design_document,co_occurs_with,1
design,understanding,co_occurs_with,1
design,user_comfort,co_occurs_with,1
design,user_interface,co_occurs_with,1
design,validation,co_occurs_with,1
design,verified_listing,co_occurs_with,1
design,vishwas_vashishtha,co_occurs_with,1
desktop,document,co_occurs_with,1
desktop,evaluation,co_occurs_with,1
desktop,feature,co_occurs_with,1
desktop,frontend_development,co_occurs_with,1
desktop,header,co_occurs_with,1
desktop,icon,co_occurs_with,1
desktop,input_field,co_occurs_with,1
desktop,readability,co_occurs_with,1
desktop,real_time_update,co_occurs_with,1
desktop,reliability,co_occurs_with,1
desktop,review_submission,co_occurs_with,1
desktop,smooth_transition,co_occurs_with,1
desktop,student,co_occurs_with,1
desktop,student_review,co_occurs_with,1
desktop,system,co_occurs_with,1
desktop,trust,co_occurs_with,1
desktop,typography,co_occurs_with,1
desktop,ui_design_document,co_occurs_with,1
desktop,understanding,co_occurs_with,1
desktop,user_comfort,co_occurs_with,1
desktop,user_interface,co_occurs_with,1
desktop,validation,co_occurs_with,1
desktop,verified_listing,co_occurs_with,1
desktop,vishwas_vashishtha,co_occurs_with,1
document,feature,co_occurs_with,1
document,header,co_occurs_with,1
document,icon,co_occurs_with,1
document,input_field,co_occurs_with,1
document,interactive_element,co_occurs_with,1
document,large_screen,co_occurs_with,1
document,mobile_device,co_occurs_with,1
document,rating,co_occurs_with,1
document,readability,co_occurs_with,1
document,real_time_update,co_occurs_with,1
document,recommendation,co_occurs_with,1
document,reliability,co_occurs_with,1
document,responsive_design,co_occurs_with,1
document,smooth_transition,co_occurs_with,1
document,student_review,co_occurs_with,1
document,system,co_occurs_with,1
document,tablet,co_occurs_with,1
document,trust,co_occurs_with,1
document,typography,co_occurs_with,1
document,user_comfort,co_occurs_with,1
document,validation,co_occurs_with,1
document,verified_listing,co_occurs_with,1
document,vishwas_vashishtha,co_occurs_with,1
evaluation,feature,co_occurs_with,1
evaluation,filter,co_occurs_with,1
evaluation,frontend_development,co_occurs_with,1
evaluation,header,co_occurs_with,1
evaluation,icon,co_occurs_with,1
evaluation,input_field,co_occurs_with,1
evaluation,interactive_element,co_occurs_with,1
evaluation,interface,co_occurs_with,1
evaluation,large_screen,co_occurs_with,1
evaluation,mobile_device,co_occurs_with,1
evaluation,rating,co_occurs_with,1
evaluation,readability,co_occurs_with,1
evaluation,real_time_update,co_occurs_with,1
evaluation,recommendation,co_occurs_with,1
evaluation,reliability,co_occurs_with,1
evaluation,responsive_design,co_occurs_with,1
evaluation,review,co_occurs_with,1
evaluation,review_submission,co_occurs_with,1
evaluation,safety,co_occurs_with,1
evaluation,smooth_transition,co_occurs_with,1
evaluation,student_review,co_occurs_with,1
evaluation,system,co_occurs_with,1
evaluation,tablet,co_occurs_with,1
evaluation,trust,co_occurs_with,1
evaluation,typography,co_occurs_with,1
evaluation,ui_design,co_occurs_with,1
evaluation,usability,co_occurs_with,1
evaluation,user,co_occurs_with,1
evaluation,user_comfort,co_occurs_with,1
evaluation,user_interface,co_occurs_with,1
evaluation,validation,co_occurs_with,1
evaluation,verified_listing,co_occurs_with,1
evaluation,vishwas_vashishtha,co_occurs_with,1
feature,filter,co_occurs_with,1
feature,frontend_development,co_occurs_with,1
feature,header,co_occurs_with,1
feature,icon,co_occurs_with,1
feature,interactive_element,co_occurs_with,1
feature,interface,co_occurs_with,1
feature,large_screen,co_occurs_with,1
feature,mobile_device,co_occurs_with,1
feature,platform,co_occurs_with,1
feature,rating,co_occurs_with,1
feature,readability,co_occurs_with,1
feature,real_time_update,co_occurs_with,1
feature,recommendation,co_occurs_with,1
feature,reliability,co_occurs_with,1
feature,responsive_design,co_occurs_with,1
feature,review_submission,co_occurs_with,1
feature,safety,co_occurs_with,1
feature,smooth_transition,co_occurs_with,1
feature,student,co_occurs_with,1
feature,student_review,co_occurs_with,1
feature,system,co_occurs_with,1
feature,tablet,co_occurs_with,1
feature,trust,co_occurs_with,1
feature,typography,co_occurs_with,1
feature,ui_design,co_occurs_with,1
feature,ui_design_document,co_occurs_with,1
feature,understanding,co_occurs_with,1
feature,unieasy,co_occurs_with,1
feature,usability,co_occurs_with,1
feature,user_comfort,co_occurs_with,1
feature,user_interface,co_occurs_with,1
feature,validation,co_occurs_with,1
feature,verified_listing,co_occurs_with,1
feature,vishwas_vashishtha,co_occurs_with,1
feature,visual_consistency,co_occurs_with,1
filter,input_field,co_occurs_with,1
filter,interface,co_occurs_with,1
filter,readability,co_occurs_with,1
filter,real_time_update,co_occurs_with,1
filter,recommendation,co_occurs_with,1
filter,reliability,co_occurs_with,1
filter,review_submission,co_occurs_with,1
filter,smooth_transition,co_occurs_with,1
filter,student_review,co_occurs_with,1
filter,system,co_occurs_with,1
filter,trust,co_occurs_with,1
filter,typography,co_occurs_with,1
filter,ui_design,co_occurs_with,1
filter,understanding,co_occurs_with,1
filter,user_comfort,co_occurs_with,1
filter,validation,co_occurs_with,1
filter,verified_listing,co_occurs_with,1
filter,vishwas_vashishtha,co_occurs_with,1
frontend_development,header,co_occurs_with,1
frontend_development,icon,co_occurs_with,1
frontend_development,input_field,co_occurs_with,1
frontend_development,interactive_element,co_occurs_with,1
frontend_development,interface,co_occurs_with,1
frontend_development,large_screen,co_occurs_with,1
frontend_development,mobile_device,co_occurs_with,1
frontend_development,rating,co_occurs_with,1
frontend_development,readability,co_occurs_with,1
frontend_development,real_time_update,co_occurs_with,1
frontend_development,recommendation,co_occurs_with,1
frontend_development,reliability,co_occurs_with,1
frontend_development,responsive_design,co_occurs_with,1
frontend_development,review_submission,co_occurs_with,1
frontend_development,smooth_transition,co_occurs_with,1
frontend_development,student_review,co_occurs_with,1
frontend_development,system,co_occurs_with,1
frontend_development,tablet,co_occurs_with,1
frontend_development,trust,co_occurs_with,1
frontend_development,typography,co_occurs_with,1
frontend_development,ui_design,co_occurs_with,1
frontend_development,understanding,co_occurs_with,1
frontend_development,user_comfort,co_occurs_with,1
frontend_development,validation,co_occurs_with,1
frontend_development,verified_listing,co_occurs_with,1
frontend_development,vishwas_vashishtha,co_occurs_with,1
frontend_development,visual_consistency,co_occurs_with,1
header,interface,co_occurs_with,1
header,large_screen,co_occurs_with,1
header,mobile_device,co_occurs_with,1
header,real_time_update,co_occurs_with,1
header,recommendation,co_occurs_with,1
header,reliability,co_occurs_with,1
header,responsive_design,co_occurs_with,1
header,student_review,co_occurs_with,1
header,tablet,co_occurs_with,1
header,trust,co_occurs_with,1
header,typography,co_occurs_with,1
header,ui_design,co_occurs_with,1
header,ui_design_document,co_occurs_with,1
header,understanding,co_occurs_with,1
header,usability,co_occurs_with,1
header,user_comfort,co_occurs_with,1
header,validation,co_occurs_with,1
header,verified_listing,co_occurs_with,1
header,vishwas_vashishtha,co_occurs_with,1
header,visual_consistency,co_occurs_with,1
icon,input_field,co_occurs_with,1
icon,interactive_element,co_occurs_with,1
icon,interface,co_occurs_with,1
icon,large_screen,co_occurs_with,1
icon,mobile_device,co_occurs_with,1
icon,readability,co_occurs_with,1
icon,recommendation,co_occurs_with,1
icon,reliability,co_occurs_with,1
icon,responsive_design,co_occurs_with,1
icon,review_submission,co_occurs_with,1
icon,smooth_transition,co_occurs_with,1
icon,tablet,co_occurs_with,1
icon,trust,co_occurs_with,1
icon,typography,co_occurs_with,1
icon,ui_design,co_occurs_with,1
icon,ui_design_document,co_occurs_with,1
icon,usability,co_occurs_with,1
icon,user_comfort,co_occurs_with,1
icon,validation,co_occurs_with,1
icon,vishwas_vashishtha,co_occurs_with,1
icon,visual_consistency,co_occurs_with,1
input_field,interface,co_occurs_with,1
input_field,large_screen,co_occurs_with,1
input_field,readability,co_occurs_with,1
input_field,real_time_update,co_occurs_with,1
input_field,recommendation,co_occurs_with,1
input_field,reliability,co_occurs_with,1
input_field,responsive_design,co_occurs_with,1
input_field,safety,co_occurs_with,1
input_field,smooth_transition,co_occurs_with,1
input_field,student_review,co_occurs_with,1
input_field,system,co_occurs_with,1
input_field,trust,co_occurs_with,1
input_field,ui_design_document,co_occurs_with,1
input_field,understanding,co_occurs_with,1
input_field,user_interface,co_occurs_with,1
input_field,verified_listing,co_occurs_with,1
input_field,vishwas_vashishtha,co_occurs_with,1
input_field,visual_consistency,co_occurs_with,1
interactive_element,interface,co_occurs_with,1
interactive_element,readability,co_occurs_with,1
interactive_element,real_time_update,co_occurs_with,1
interactive_element,recommendation,co_occurs_with,1
interactive_element,reliability,co_occurs_with,1
interactive_element,smooth_transition,co_occurs_with,1
interactive_element,system,co_occurs_with,1
interactive_element,ui_design_document,co_occurs_with,1
interactive_element,understanding,co_occurs_with,1
interactive_element,user_interface,co_occurs_with,1
interactive_element,verified_listing,co_occurs_with,1
interactive_element,vishwas_vashishtha,co_occurs_with,1
interface,large_screen,co_occurs_with,1
interface,rating,co_occurs_with,1
interface,real_time_update,co_occurs_with,1
interface,recommendation,co_occurs_with,1
interface,reliability,co_occurs_with,1
interface,responsive_design,co_occurs_with,1
interface,review,co_occurs_with,1
interface,safety,co_occurs_with,1
interface,student_review,co_occurs_with,1
interface,system,co_occurs_with,1
interface,trust,co_occurs_with,1
interface,typography,co_occurs_with,1
interface,ui_design_document,co_occurs_with,1
interface,understanding,co_occurs_with,1
interface,unieasy,co_occurs_with,1
interface,usability,co_occurs_with,1
interface,user_comfort,co_occurs_with,1
interface,user_interface,co_occurs_with,1
interface,validation,co_occurs_with,1
interface,verified_listing,co_occurs_with,1
interface,vishwas_vashishtha,co_occurs_with,1
interface,visual_consistency,co_occurs_with,1
large_screen,mobile_device,co_occurs_with,1
large_screen,platform,co_occurs_with,1
large_screen,rating,co_occurs_with,1
large_screen,readability,co_occurs_with,1
large_screen,real_time_update,co_occurs_with,1
large_screen,recommendation,co_occurs_with,1
large_screen,reliability,co_occurs_with,1
large_screen,responsive_design,co_occurs_with,1
large_screen,review,co_occurs_with,1
large_screen,review_submission,co_occurs_with,1
large_screen,safety,co_occurs_with,1
large_screen,smooth_transition,co_occurs_with,1
large_screen,student,co_occurs_with,1
large_screen,student_review,co_occurs_with,1
large_screen,system,co_occurs_with,1
large_screen,trust,co_occurs_with,1
large_screen,typography,co_occurs_with,1
large_screen,ui_design,co_occurs_with,1
large_screen,ui_design_document,co_occurs_with,1
large_screen,understanding,co_occurs_with,1
large_screen,unieasy,co_occurs_with,1
large_screen,user,co_occurs_with,1
large_screen,user_comfort,co_occurs_with,1
large_screen,user_interface,co_occurs_with,1
large_screen,validation,co_occurs_with,1
large_screen,verified_listing,co_occurs_with,1
large_screen,vishwas_vashishtha,co_occurs_with,1
large_screen,visual_consistency,co_occurs_with,1
mobile_device,readability,co_occurs_with,1
mobile_device,real_time_update,co_occurs_with,1
mobile_device,recommendation,co_occurs_with,1
mobile_device,reliability,co_occurs_with,1
mobile_device,review_submission,co_occurs_with,1
mobile_device,smooth_transition,co_occurs_with,1
mobile_device,student_review,co_occurs_with,1
mobile_device,system,co_occurs_with,1
mobile_device,trust,co_occurs_with,1
mobile_device,ui_design_document,co_occurs_with,1
mobile_device,understanding,co_occurs_with,1
mobile_device,user_comfort,co_occurs_with,1
mobile_device,user_interface,co_occurs_with,1
mobile_device,validation,co_occurs_with,1
mobile_device,verified_listing,co_occurs_with,1
mobile_device,vishwas_vashishtha,co_occurs_with,1
platform,reliability,co_occurs_with,1
platform,responsive_design,co_occurs_with,1
platform,trust,co_occurs_with,1
platform,user_comfort,co_occurs_with,1
platform,validation,co_occurs_with,1
platform,vishwas_vashishtha,co_occurs_with,1
rating,readability,co_occurs_with,1
rating,real_time_update,co_occurs_with,1
rating,smooth_transition,co_occurs_with,1
rating,student_review,co_occurs_with,1
rating,trust,co_occurs_with,1
rating,typography,co_occurs_with,1
rating,ui_design_document,co_occurs_with,1
rating,understanding,co_occurs_with,1
rating,verified_listing,co_occurs_with,1
rating,vishwas_vashishtha,co_occurs_with,1
readability,real_time_update,co_occurs_with,1
readability,recommendation,co_occurs_with,1
readability,reliability,co_occurs_with,1
readability,responsive_design,co_occurs_with,1
readability,review,co_occurs_with,1
readability,review_submission,co_occurs_with,1
readability,safety,co_occurs_with,1
readability,student_review,co_occurs_with,1
readability,system,co_occurs_with,1
readability,tablet,co_occurs_with,1
readability,trust,co_occurs_with,1
readability,typography,co_occurs_with,1
readability,ui_design,co_occurs_with,1
readability,ui_design_document,co_occurs_with,1
readability,understanding,co_occurs_with,1
readability,usability,co_occurs_with,1
readability,user_comfort,co_occurs_with,1
readability,user_interface,co_occurs_with,1
readability,validation,co_occurs_with,1
readability,verified_listing,co_occurs_with,1
readability,vishwas_vashishtha,co_occurs_with,1
readability,visual_consistency,co_occurs_with,1
real_time_update,recommendation,co_occurs_with,1
real_time_update,reliability,co_occurs_with,1
real_time_update,responsive_design,co_occurs_with,1
real_time_update,review_submission,co_occurs_with,1
real_time_update,safety,co_occurs_with,1
real_time_update,smooth_transition,co_occurs_with,1
real_time_update,system,co_occurs_with,1
real_time_update,tablet,co_occurs_with,1
real_time_update,trust,co_occurs_with,1
real_time_update,typography,co_occurs_with,1
real_time_update,ui_design,co_occurs_with,1
real_time_update,ui_design_document,co_occurs_with,1
real_time_update,unieasy,co_occurs_with,1
real_time_update,usability,co_occurs_with,1
real_time_update,user,co_occurs_with,1
real_time_update,user_comfort,co_occurs_with,1
real_time_update,user_interface,co_occurs_with,1
real_time_update,validation,co_occurs_with,1
real_time_update,vishwas_vashishtha,co_occurs_with,1
real_time_update,visual_consistency,co_occurs_with,1
recommendation,reliability,co_occurs_with,1
recommendation,responsive_design,co_occurs_with,1
recommendation,review_submission,co_occurs_with,1
recommendation,safety,co_occurs_with,1
recommendation,smooth_transition,co_occurs_with,1
recommendation,student,co_occurs_with,1
recommendation,student_review,co_occurs_with,1
recommendation,system,co_occurs_with,1
recommendation,trust,co_occurs_with,1
recommendation,typography,co_occurs_with,1
recommendation,ui_design,co_occurs_with,1
recommendation,ui_design_document,co_occurs_with,1
recommendation,understanding,co_occurs_with,1
recommendation,unieasy,co_occurs_with,1
recommendation,usability,co_occurs_with,1
recommendation,user,co_occurs_with,1
recommendation,user_comfort,co_occurs_with,1
recommendation,user_interface,co_occurs_with,1
recommendation,validation,co_occurs_with,1
recommendation,verified_listing,co_occurs_with,1
recommendation,vishwas_vashishtha,co_occurs_with,1
recommendation,visual_consistency,co_occurs_with,1
reliability,responsive_design,co_occurs_with,1
reliability,review_submission,co_occurs_with,1
reliability,safety,co_occurs_with,1
reliability,smooth_transition,co_occurs_with,1
reliability,student,co_occurs_with,1
reliability,student_review,co_occurs_with,1
reliability,system,co_occurs_with,1
reliability,tablet,co_occurs_with,1
reliability,trust,co_occurs_with,1
reliability,typography,co_occurs_with,1
reliability,ui_design,co_occurs_with,1
reliability,ui_design_document,co_occurs_with,1
reliability,understanding,co_occurs_with,1
reliability,unieasy,co_occurs_with,1
reliability,usability,co_occurs_with,1
reliability,user_comfort,co_occurs_with,1
reliability,user_interface,co_occurs_with,1
reliability,validation,co_occurs_with,1
reliability,verified_listing,co_occurs_with,1
reliability,vishwas_vashishtha,co_occurs_with,1
reliability,visual_consistency,co_occurs_with,1
responsive_design,review_submission,co_occurs_with,1
responsive_design,smooth_transition,co_occurs_with,1
responsive_design,student,co_occurs_with,1
responsive_design,student_review,co_occurs_with,1
responsive_design,system,co_occurs_with,1
responsive_design,trust,co_occurs_with,1
responsive_design,typography,co_occurs_with,1
responsive_design,ui_design,co_occurs_with,1
responsive_design,ui_design_document,co_occurs_with,1
responsive_design,understanding,co_occurs_with,1
responsive_design,user_comfort,co_occurs_with,1
responsive_design,user_interface,co_occurs_with,1
responsive_design,validation,co_occurs_with,1
responsive_design,verified_listing,co_occurs_with,1
responsive_design,vishwas_vashishtha,co_occurs_with,1
review,smooth_transition,co_occurs_with,1
review,system,co_occurs_with,1
review,trust,co_occurs_with,1
review,typography,co_occurs_with,1
review,ui_design,co_occurs_with,1
review,user_comfort,co_occurs_with,1
review,vishwas_vashishtha,co_occurs_with,1
review_submission,safety,co_occurs_with,1
review_submission,smooth_transition,co_occurs_with,1
review_submission,student_review,co_occurs_with,1
review_submission,system,co_occurs_with,1
review_submission,tablet,co_occurs_with,1
review_submission,trust,co_occurs_with,1
review_submission,typography,co_occurs_with,1
review_submission,ui_design_document,co_occurs_with,1
review_submission,understanding,co_occurs_with,1
review_submission,unieasy,co_occurs_with,1
review_submission,usability,co_occurs_with,1
review_submission,user_comfort,co_occurs_with,1
review_submission,user_interface,co_occurs_with,1
review_submission,validation,co_occurs_with,1
review_submission,verified_listing,co_occurs_with,1
review_submission,vishwas_vashishtha,co_occurs_with,1
review_submission,visual_consistency,co_occurs_with,1
safety,smooth_transition,co_occurs_with,1
safety,student_review,co_occurs_with,1
safety,trust,co_occurs_with,1
safety,typography,co_occurs_with,1
safety,ui_design,co_occurs_with,1
safety,understanding,co_occurs_with,1
safety,user_comfort,co_occurs_with,1
safety,validation,co_occurs_with,1
safety,verified_listing,co_occurs_with,1
safety,vishwas_vashishtha,co_occurs_with,1
smooth_transition,student_review,co_occurs_with,1
smooth_transition,system,co_occurs_with,1
smooth_transition,tablet,co_occurs_with,1
smooth_transition,trust,co_occurs_with,1
smooth_transition,typography,co_occurs_with,1
smooth_transition,ui_design,co_occurs_with,1
smooth_transition,ui_design_document,co_occurs_with,1
smooth_transition,understanding,co_occurs_with,1
smooth_transition,unieasy,co_occurs_with,1
smooth_transition,usability,co_occurs_with,1
smooth_transition,user_comfort,co_occurs_with,1
smooth_transition,user_interface,co_occurs_with,1
smooth_transition,validation,co_occurs_with,1
smooth_transition,verified_listing,co_occurs_with,1
smooth_transition,vishwas_vashishtha,co_occurs_with,1
smooth_transition,visual_consistency,co_occurs_with,1
student,system,co_occurs_with,1
student,trust,co_occurs_with,1
student,vishwas_vashishtha,co_occurs_with,1
student_review,system,co_occurs_with,1
student_review,tablet,co_occurs_with,1
student_review,typography,co_occurs_with,1
student_review,ui_design,co_occurs_with,1
student_review,ui_design_document,co_occurs_with,1
student_review,unieasy,co_occurs_with,1
student_review,usability,co_occurs_with,1
student_review,user,co_occurs_with,1
student_review,user_comfort,co_occurs_with,1
student_review,user_interface,co_occurs_with,1
student_review,validation,co_occurs_with,1
student_review,vishwas_vashishtha,co_occurs_with,1
student_review,visual_consistency,co_occurs_with,1
system,tablet,co_occurs_with,1
system,trust,co_occurs_with,1
system,typography,co_occurs_with,1
system,ui_design,co_occurs_with,1
system,ui_design_document,co_occurs_with,1
system,understanding,co_occurs_with,1
system,usability,co_occurs_with,1
system,user_comfort,co_occurs_with,1
system,validation,co_occurs_with,1
system,verified_listing,co_occurs_with,1
system,vishwas_vashishtha,co_occurs_with,1
system,visual_consistency,co_occurs_with,1
tablet,trust,co_occurs_with,1
tablet,ui_design_document,co_occurs_with,1
tablet,understanding,co_occurs_with,1
tablet,user_comfort,co_occurs_with,1
tablet,user_interface,co_occurs_with,1
tablet,validation,co_occurs_with,1
tablet,verified_listing,co_occurs_with,1
tablet,vishwas_vashishtha,co_occurs_with,1
trust,typography,co_occurs_with,1
trust,ui_design,co_occurs_with,1
trust,ui_design_document,co_occurs_with,1
trust,understanding,co_occurs_with,1
trust,unieasy,co_occurs_with,1
trust,usability,co_occurs_with,1
trust,user,co_occurs_with,1
trust,user_comfort,co_occurs_with,1
trust,user_interface,co_occurs_with,1
trust,validation,co_occurs_with,1
trust,verified_listing,co_occurs_with,1
trust,vishwas_vashishtha,co_occurs_with,1
trust,visual_consistency,co_occurs_with,1
typography,ui_design,co_occurs_with,1
typography,ui_design_document,co_occurs_with,1
typography,understanding,co_occurs_with,1
typography,user_comfort,co_occurs_with,1
typography,user_interface,co_occurs_with,1
typography,validation,co_occurs_with,1
typography,verified_listing,co_occurs_with,1
typography,vishwas_vashishtha,co_occurs_with,1
typography,visual_consistency,co_occurs_with,1
ui_design,ui_design_document,co_occurs_with,1
ui_design,understanding,co_occurs_with,1
ui_design,unieasy,co_occurs_with,1
ui_design,usability,co_occurs_with,1
ui_design,user_interface,co_occurs_with,1
ui_design,verified_listing,co_occurs_with,1
ui_design,vishwas_vashishtha,co_occurs_with,1
ui_design,visual_consistency,co_occurs_with,1
ui_design_document,user_comfort,co_occurs_with,1
ui_design_document,validation,co_occurs_with,1
ui_design_document,verified_listing,co_occurs_with,1
ui_design_document,vishwas_vashishtha,co_occurs_with,1
understanding,usability,co_occurs_with,1
understanding,user,co_occurs_with,1
understanding,user_comfort,co_occurs_with,1
understanding,user_interface,co_occurs_with,1
understanding,validation,co_occurs_with,1
understanding,vishwas_vashishtha,co_occurs_with,1
unieasy,user_comfort,co_occurs_with,1
unieasy,validation,co_occurs_with,1
unieasy,verified_listing,co_occurs_with,1
unieasy,vishwas_vashishtha,co_occurs_with,1
usability,user_comfort,co_occurs_with,1
usability,validation,co_occurs_with,1
usability,verified_listing,co_occurs_with,1
usability,vishwas_vashishtha,co_occurs_with,1
user,user_comfort,co_occurs_with,1
user,validation,co_occurs_with,1
user,verified_listing,co_occurs_with,1
user,vishwas_vashishtha,co_occurs_with,1
user_comfort,user_interface,co_occurs_with,1
user_comfort,verified_listing,co_occurs_with,1
user_comfort,vishwas_vashishtha,co_occurs_with,1
user_comfort,visual_consistency,co_occurs_with,1
user_interface,validation,co_occurs_with,1
user_interface,verified_listing,co_occurs_with,1
user_interface,vishwas_vashishtha,co_occurs_with,1
user_interface,visual_consistency,co_occurs_with,1
validation,verified_listing,co_occurs_with,1
validation,vishwas_vashishtha,co_occurs_with,1
validation,visual_consistency,co_occurs_with,1
verified_listing,vishwas_vashishtha,co_occurs_with,1
verified_listing,visual_consistency,co_occurs_with,1
vishwas_vashishtha,visual_consistency,co_occurs_with,1
accessibility,accommodation,co_occurs_with,1
accessibility,amenity_icon,co_occurs_with,1
accessibility,background_image,co_occurs_with,1
accessibility,descriptive_text,co_occurs_with,1
accessibility,distance_information,co_occurs_with,1
accessibility,explore,co_occurs_with,1
accessibility,explore_nearby,co_occurs_with,1
accessibility,guest,co_occurs_with,1
accessibility,link,co_occurs_with,1
accessibility,merchant_portal,co_occurs_with,1
accessibility,navigation_link,co_occurs_with,1
accessibility,navigation_structure,co_occurs_with,1
accessibility,placement,co_occurs_with,1
accessibility,price,co_occurs_with,1
accessibility,search_bar,co_occurs_with,1
accessibility,study_zone,co_occurs_with,1
accessibility,title,co_occurs_with,1
accessibility,top,co_occurs_with,1
accessibility,visual_layout,co_occurs_with,1
accessibility,wireframe,co_occurs_with,1
accommodation,career_skill_support,co_occurs_with,1
accommodation,dark_mode,co_occurs_with,1
accommodation,distance_information,co_occurs_with,1
accommodation,form,co_occurs_with,1
accommodation,header,co_occurs_with,1
accommodation,light_mode,co_occurs_with,1
accommodation,merchant_portal,co_occurs_with,1
accommodation,navigation_link,co_occurs_with,1
accommodation,rating,co_occurs_with,1
accommodation,right_corner,co_occurs_with,1
accommodation,structure,co_occurs_with,1
accommodation,system,co_occurs_with,1
accommodation,title,co_occurs_with,1
accommodation,top,co_occurs_with,1
accommodation_pg_hostel,action,co_occurs_with,1
accommodation_pg_hostel,amenity_icon,co_occurs_with,1
accommodation_pg_hostel,background_image,co_occurs_with,1
accommodation_pg_hostel,dark_mode,co_occurs_with,1
accommodation_pg_hostel,descriptive_text,co_occurs_with,1
accommodation_pg_hostel,distance_information,co_occurs_with,1
accommodation_pg_hostel,form,co_occurs_with,1
accommodation_pg_hostel,guest,co_occurs_with,1
accommodation_pg_hostel,header,co_occurs_with,1
accommodation_pg_hostel,icon,co_occurs_with,1
accommodation_pg_hostel,light_mode,co_occurs_with,1
accommodation_pg_hostel,link,co_occurs_with,1
accommodation_pg_hostel,merchant_portal,co_occurs_with,1
accommodation_pg_hostel,navigation_link,co_occurs_with,1
accommodation_pg_hostel,price,co_occurs_with,1
accommodation_pg_hostel,right_corner,co_occurs_with,1
accommodation_pg_hostel,service,co_occurs_with,1
accommodation_pg_hostel,structure,co_occurs_with,1
accommodation_pg_hostel,system,co_occurs_with,1
accommodation_pg_hostel,title,co_occurs_with,1
accommodation_pg_hostel,top,co_occurs_with,1
accommodation_pg_hostel,unieasy_platform,co_occurs_with,1
action,amenity_icon,co_occurs_with,1
action,career_skill_support,co_occurs_with,1
action,deal,co_occurs_with,1
action,distance_information,co_occurs_with,1
action,eating_place,co_occurs_with,1
action,emergency,co_occurs_with,1
action,event,co_occurs_with,1
action,explore_nearby,co_occurs_with,1
action,functionality,co_occurs_with,1
action,guest,co_occurs_with,1
action,header,co_occurs_with,1
action,landing_page,co_occurs_with,1
action,merchant_portal,co_occurs_with,1
action,module,co_occurs_with,1
action,navigation_link,co_occurs_with,1
action,navigation_structure,co_occurs_with,1
action,nearby_place,co_occurs_with,1
action,option,co_occurs_with,1
action,placement,co_occurs_with,1
action,right_corner,co_occurs_with,1
action,safety,co_occurs_with,1
action,search_bar,co_occurs_with,1
action,structure,co_occurs_with,1
action,student_discount,co_occurs_with,1
action,student_essential,co_occurs_with,1
action,study_zone,co_occurs_with,1
action,system,co_occurs_with,1
action,title,co_occurs_with,1
action,user_interface,co_occurs_with,1
action,visual_layout,co_occurs_with,1
action,wireframe,co_occurs_with,1
amenity_icon,background_image,co_occurs_with,1
amenity_icon,career_skill_support,co_occurs_with,1
amenity_icon,category_card,co_occurs_with,1
amenity_icon,dark_mode,co_occurs_with,1
amenity_icon,deal,co_occurs_with,1
amenity_icon,distance_information,co_occurs_with,1
amenity_icon,eating_place,co_occurs_with,1
amenity_icon,emergency,co_occurs_with,1
amenity_icon,event,co_occurs_with,1
amenity_icon,explore,co_occurs_with,1
amenity_icon,explore_nearby,co_occurs_with,1
amenity_icon,form,co_occurs_with,1
amenity_icon,functionality,co_occurs_with,1
amenity_icon,guest,co_occurs_with,1
amenity_icon,header,co_occurs_with,1
amenity_icon,hero_section,co_occurs_with,1
amenity_icon,icon,co_occurs_with,1
amenity_icon,landing_page,co_occurs_with,1
amenity_icon,light_mode,co_occurs_with,1
amenity_icon,link,co_occurs_with,1
amenity_icon,merchant_portal,co_occurs_with,1
amenity_icon,module,co_occurs_with,1
amenity_icon,navigation_element,co_occurs_with,1
amenity_icon,navigation_link,co_occurs_with,1
amenity_icon,navigation_structure,co_occurs_with,1
amenity_icon,nearby_place,co_occurs_with,1
amenity_icon,placement,co_occurs_with,1
amenity_icon,price,co_occurs_with,1
amenity_icon,right_corner,co_occurs_with,1
amenity_icon,safety,co_occurs_with,1
amenity_icon,screen,co_occurs_with,1
amenity_icon,search_bar,co_occurs_with,1
amenity_icon,structure,co_occurs_with,1
amenity_icon,student_discount,co_occurs_with,1
amenity_icon,student_essential,co_occurs_with,1
amenity_icon,system,co_occurs_with,1
amenity_icon,title,co_occurs_with,1
amenity_icon,top,co_occurs_with,1
amenity_icon,unieasy,co_occurs_with,1
amenity_icon,unieasy_platform,co_occurs_with,1
amenity_icon,user_interface,co_occurs_with,1
amenity_icon,visual_layout,co_occurs_with,1
amenity_icon,wireframe,co_occurs_with,1
background_image,button,co_occurs_with,1
background_image,career_skill_support,co_occurs_with,1
background_image,dark_mode,co_occurs_with,1
background_image,deal,co_occurs_with,1
background_image,descriptive_text,co_occurs_with,1
background_image,distance_information,co_occurs_with,1
background_image,eating_place,co_occurs_with,1
background_image,emergency,co_occurs_with,1
background_image,event,co_occurs_with,1
background_image,explore_nearby,co_occurs_with,1
background_image,form,co_occurs_with,1
background_image,functionality,co_occurs_with,1
background_image,guest,co_occurs_with,1
background_image,header,co_occurs_with,1
background_image,hero_section,co_occurs_with,1
background_image,home_page,co_occurs_with,1
background_image,landing_page,co_occurs_with,1
background_image,light_mode,co_occurs_with,1
background_image,merchant_portal,co_occurs_with,1
background_image,module,co_occurs_with,1
background_image,navigation_element,co_occurs_with,1
background_image,navigation_link,co_occurs_with,1
